TipoInstituicao,CodInst,AnoMes,NomeRelatorio,NumeroRelatorio,Grupo,Conta,NomeColuna,DescricaoColuna,Saldo,NomeBanco
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78213,"Resultado de Provisão para Créditos de Difícil Liquidação 
(b5)",[71990307]+[71990352]+[71990400]+[71990503]+[71990606]+[81830309]+[81830354]+[81830402]+[81830505]+[81830608],-14130304.74,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78214,"Despesas de Intermediação Financeira 
(b) = (b1) + (b2) + (b3) + (b4) + (b5)","Somatório de Despesas de Captação, Despesas de Obrigações por Empréstimos e Repasses, Despesas de Operações de Arrendamento Mercantil, Resultado de Operações de Câmbio e Resultado de Provisão para Créditos de Difícil Liquidação",-74393821.41,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78203,"Rendas de Operações de Crédito 
(a1)",[71100001]+[71910002]+[71915007]+[71920009]+[71925004]+[71950000]+[71980001]+[81945005]+[81950007]+[81915004],75807726.23,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78204,"Rendas de Operações de Arrendamento Mercantil 
(a2)",[71200004]+[81940000],0.0,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78205,"Rendas de Operações com TVM 
(a3)",[71400000]+[71500003]-[71580009]+[71940003]+[71945008]+[71947006]+[71990053]+[71990101]+[71990156]+[71990204]+[81500000]-[81550005]+[81830055]+[81830103]+[81830158]+[81830206],22199804.36,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78206,"Rendas de Operações com Instrumentos Financeiros Derivativos 
(a4)",[71580009]+[81550005]+[71990266]+[81830268],9642454.67,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78207,"Resultado de Operações de Câmbio 
(a5)",[71300007]+[81400007],26153161.71,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78208,"Receitas de Intermediação Financeira 
(a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6)","Somatório de Rendas de Operações de Crédito, Rendas de Operações de Arrendamento Mercantil, Rendas de Operações com TVM, Rendas de Operações com Instrumentos Financeiros Derivativos, Resultado de Operações de Câmbio e Rendas de Aplicações Compulsórias",133803146.97,Banco Master
3,33923798,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78231,"Rendas de Aplicações Compulsórias 
(a6)",[71955005]+[71960007]+[71965002]+[71990125]+[81830127],0.0,Banco Master
3,62144175,201909,Demonstração de Resultado,4,,78187,"Lucro Líquido 
(j) = (g) + (h) + (i)",[70000009]+[80000006]-[81956001],-23825165.8800001,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78225,"Resultado Operacional 
(e) = (c) + (d)",Somatório do Resultado de Intermediação Financeira e de Outras Receitas/Despesas Operacionais,-39032851.3800001,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78226,"Resultado antes da Tributação, Lucro e Participação 
(g) = (e) + (f)",Somatório do Resultado Operacional e do Resultado Não Operacional,-39208622.0200001,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78227,"Resultado Não Operacional 
(f)",[73000006]+[83000003],-175770.64,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78228,"Imposto de Renda e Contribuição Social 
(h)",[89410006]+[89420003],19536726.72,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78229,"Participação nos Lucros 
(i)",[89700008],-4153270.58,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,,78230,"Juros Sobre Capital Social de Cooperativas 
(k)",[81956001],0.0,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78216,"Rendas de Prestação de Serviços 
(d1)",[71700009]-[71794008]-[71795007]-[71796006]-[71797005]-[71798004]+[71970004],7936251.0,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78217,"Rendas de Tarifas Bancárias 
(d2)",[71794008]+[71795007]+[71796006]+[71797005]+[71798004],2415200.31,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78218,"Despesas de Pessoal 
(d3)",[81718005]+[81727003]+[81730007]+[81733004]+[81736001]+[81737000]+[81990201],-19880571.4,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78219,"Despesas Administrativas 
(d4)",[71930006]+[8170006]-[81718005]-[81727003]-[81730007]-[81733004]-[81736001]-[81737000]+[81810006]+[81820003]+[81910009],-19687739.8,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78220,"Despesas Tributárias 
(d5)",[81925001]+[81930003]+[81933000]+[81990108]+[81990304]+[81990902],-1200654.48,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78221,"Resultado de Participações 
(d6)",[71800002]+[71990802]+[71990905]+[71990709]+[81600003]+[81830804]+[81830907]+[81830701],4224608.79,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78222,"Outras Receitas Operacionais 
(d7)",[71900005]-[71910002]-[71915007]-[71920009]-[71925004]-[71930006]-[71940003]-[71945008]-[71947006]-[71950000]-[71955005]-[71960007]-[71965002]-[71970004]-[71980001]-[71990053]-[71990101][71990125]-[71990156]-[71990204]-[71990266]-[71990307]-[71990352]-[71990400]-[71990503]-[71990606]-[71990709]-[71990802]-[71990905],4696638.14,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78223,"Outras Despesas Operacionais 
(d8)",[81800009]-[81810006]-[81820003]-[81830055]-[81830103]-[81830127]-[81830158]-[81830206]-[81830268]-[81830309]-[81830354]-[81830402]-[81830505]-[81830550]-[81830608]-[81830701]-[81830804]-[81830907]+[81900002]-[81910009]-[81912007]-[81915004]-[81925001]-[81930003]-[81933000]-[81940000]-[81945005]-[81950007] -[81956001]-[81960004]-[81980008]-[81986002]-[81990108]-[81990201]-[81990304]-[81990902],-5070360.6,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78224,"Outras Receitas/Despesas  Operacionais 
(d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8)","Somatório de Rendas de Prestação de Serviços, Rendas de Tarifas Bancárias, Despesas de Pessoal, Despesas Administrativas, Despesas Tributárias, Resultado de Participações, Outras Receitas Operacionais e Outras Despesas Operacionais",-26566628.04,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira,78215,"Resultado de Intermediação Financeira 
(c) = (a) + (b)",Somatório de Receitas de Intermediação Financeira e Despesas de Intermediação Financeira,-12466223.3400001,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78209,"Despesas de Captação 
(b1)",[81100008]+[81980008]+[81986002]+[81912007],-134814992.8,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78210,"Despesas de Obrigações por Empréstimos e Repasses 
(b2)",[81200001]+[81960004],-25183603.82,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78211,"Despesas de Operações de Arrendamento Mercantil 
(b3)",[81300004]+[81830550],0.0,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78212,"Resultado de Operações de Câmbio 
(b4)",[71300007]+[81400007],0.0,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78213,"Resultado de Provisão para Créditos de Difícil Liquidação 
(b5)",[71990307]+[71990352]+[71990400]+[71990503]+[71990606]+[81830309]+[81830354]+[81830402]+[81830505]+[81830608],-18943105.2,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78214,"Despesas de Intermediação Financeira 
(b) = (b1) + (b2) + (b3) + (b4) + (b5)","Somatório de Despesas de Captação, Despesas de Obrigações por Empréstimos e Repasses, Despesas de Operações de Arrendamento Mercantil, Resultado de Operações de Câmbio e Resultado de Provisão para Créditos de Difícil Liquidação",-178941701.82,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78203,"Rendas de Operações de Crédito 
(a1)",[71100001]+[71910002]+[71915007]+[71920009]+[71925004]+[71950000]+[71980001]+[81945005]+[81950007]+[81915004],93586340.48,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78204,"Rendas de Operações de Arrendamento Mercantil 
(a2)",[71200004]+[81940000],0.0,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78205,"Rendas de Operações com TVM 
(a3)",[71400000]+[71500003]-[71580009]+[71940003]+[71945008]+[71947006]+[71990053]+[71990101]+[71990156]+[71990204]+[81500000]-[81550005]+[81830055]+[81830103]+[81830158]+[81830206],55526299.2199998,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78206,"Rendas de Operações com Instrumentos Financeiros Derivativos 
(a4)",[71580009]+[81550005]+[71990266]+[81830268],-33654541.5999999,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78207,"Resultado de Operações de Câmbio 
(a5)",[71300007]+[81400007],51017380.38,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78208,"Receitas de Intermediação Financeira 
(a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6)","Somatório de Rendas de Operações de Crédito, Rendas de Operações de Arrendamento Mercantil, Rendas de Operações com TVM, Rendas de Operações com Instrumentos Financeiros Derivativos, Resultado de Operações de Câmbio e Rendas de Aplicações Compulsórias",166475478.48,Banco Pine
3,62144175,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78231,"Rendas de Aplicações Compulsórias 
(a6)",[71955005]+[71960007]+[71965002]+[71990125]+[81830127],0.0,Banco Pine
3,62232889,201909,Demonstração de Resultado,4,,78187,"Lucro Líquido 
(j) = (g) + (h) + (i)",[70000009]+[80000006]-[81956001],268316155.44,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78225,"Resultado Operacional 
(e) = (c) + (d)",Somatório do Resultado de Intermediação Financeira e de Outras Receitas/Despesas Operacionais,416983740.72,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78226,"Resultado antes da Tributação, Lucro e Participação 
(g) = (e) + (f)",Somatório do Resultado Operacional e do Resultado Não Operacional,415192704.15,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78227,"Resultado Não Operacional 
(f)",[73000006]+[83000003],-1791036.57,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78228,"Imposto de Renda e Contribuição Social 
(h)",[89410006]+[89420003],-120733795.56,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78229,"Participação nos Lucros 
(i)",[89700008],-26142753.15,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,,78230,"Juros Sobre Capital Social de Cooperativas 
(k)",[81956001],0.0,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78216,"Rendas de Prestação de Serviços 
(d1)",[71700009]-[71794008]-[71795007]-[71796006]-[71797005]-[71798004]+[71970004],20184754.06,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78217,"Rendas de Tarifas Bancárias 
(d2)",[71794008]+[71795007]+[71796006]+[71797005]+[71798004],33019464.11,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78218,"Despesas de Pessoal 
(d3)",[81718005]+[81727003]+[81730007]+[81733004]+[81736001]+[81737000]+[81990201],-95417563.39,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78219,"Despesas Administrativas 
(d4)",[71930006]+[8170006]-[81718005]-[81727003]-[81730007]-[81733004]-[81736001]-[81737000]+[81810006]+[81820003]+[81910009],-156826730.8,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78220,"Despesas Tributárias 
(d5)",[81925001]+[81930003]+[81933000]+[81990108]+[81990304]+[81990902],-38077684.71,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78221,"Resultado de Participações 
(d6)",[71800002]+[71990802]+[71990905]+[71990709]+[81600003]+[81830804]+[81830907]+[81830701],38353228.38,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78222,"Outras Receitas Operacionais 
(d7)",[71900005]-[71910002]-[71915007]-[71920009]-[71925004]-[71930006]-[71940003]-[71945008]-[71947006]-[71950000]-[71955005]-[71960007]-[71965002]-[71970004]-[71980001]-[71990053]-[71990101][71990125]-[71990156]-[71990204]-[71990266]-[71990307]-[71990352]-[71990400]-[71990503]-[71990606]-[71990709]-[71990802]-[71990905],119163760.66,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78223,"Outras Despesas Operacionais 
(d8)",[81800009]-[81810006]-[81820003]-[81830055]-[81830103]-[81830127]-[81830158]-[81830206]-[81830268]-[81830309]-[81830354]-[81830402]-[81830505]-[81830550]-[81830608]-[81830701]-[81830804]-[81830907]+[81900002]-[81910009]-[81912007]-[81915004]-[81925001]-[81930003]-[81933000]-[81940000]-[81945005]-[81950007] -[81956001]-[81960004]-[81980008]-[81986002]-[81990108]-[81990201]-[81990304]-[81990902],-68269139.54,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78224,"Outras Receitas/Despesas  Operacionais 
(d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8)","Somatório de Rendas de Prestação de Serviços, Rendas de Tarifas Bancárias, Despesas de Pessoal, Despesas Administrativas, Despesas Tributárias, Resultado de Participações, Outras Receitas Operacionais e Outras Despesas Operacionais",-147869911.23,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira,78215,"Resultado de Intermediação Financeira 
(c) = (a) + (b)",Somatório de Receitas de Intermediação Financeira e Despesas de Intermediação Financeira,564853651.95,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78209,"Despesas de Captação 
(b1)",[81100008]+[81980008]+[81986002]+[81912007],-325187700.49,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78210,"Despesas de Obrigações por Empréstimos e Repasses 
(b2)",[81200001]+[81960004],-100255670.21,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78211,"Despesas de Operações de Arrendamento Mercantil 
(b3)",[81300004]+[81830550],0.0,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78212,"Resultado de Operações de Câmbio 
(b4)",[71300007]+[81400007],0.0,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78213,"Resultado de Provisão para Créditos de Difícil Liquidação 
(b5)",[71990307]+[71990352]+[71990400]+[71990503]+[71990606]+[81830309]+[81830354]+[81830402]+[81830505]+[81830608],-32481123.02,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78214,"Despesas de Intermediação Financeira 
(b) = (b1) + (b2) + (b3) + (b4) + (b5)","Somatório de Despesas de Captação, Despesas de Obrigações por Empréstimos e Repasses, Despesas de Operações de Arrendamento Mercantil, Resultado de Operações de Câmbio e Resultado de Provisão para Créditos de Difícil Liquidação",-457924493.72,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78203,"Rendas de Operações de Crédito 
(a1)",[71100001]+[71910002]+[71915007]+[71920009]+[71925004]+[71950000]+[71980001]+[81945005]+[81950007]+[81915004],826593462.09,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78204,"Rendas de Operações de Arrendamento Mercantil 
(a2)",[71200004]+[81940000],0.0,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78205,"Rendas de Operações com TVM 
(a3)",[71400000]+[71500003]-[71580009]+[71940003]+[71945008]+[71947006]+[71990053]+[71990101]+[71990156]+[71990204]+[81500000]-[81550005]+[81830055]+[81830103]+[81830158]+[81830206],121769258.14,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78206,"Rendas de Operações com Instrumentos Financeiros Derivativos 
(a4)",[71580009]+[81550005]+[71990266]+[81830268],2898461.03,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78207,"Resultado de Operações de Câmbio 
(a5)",[71300007]+[81400007],71516964.41,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78208,"Receitas de Intermediação Financeira 
(a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6)","Somatório de Rendas de Operações de Crédito, Rendas de Operações de Arrendamento Mercantil, Rendas de Operações com TVM, Rendas de Operações com Instrumentos Financeiros Derivativos, Resultado de Operações de Câmbio e Rendas de Aplicações Compulsórias",1022778145.67,Banco Daycoval
3,62232889,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78231,"Rendas de Aplicações Compulsórias 
(a6)",[71955005]+[71960007]+[71965002]+[71990125]+[81830127],0.0,Banco Daycoval
3,92894922,201909,Demonstração de Resultado,4,,78187,"Lucro Líquido 
(j) = (g) + (h) + (i)",[70000009]+[80000006]-[81956001],5496475.01000001,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78225,"Resultado Operacional 
(e) = (c) + (d)",Somatório do Resultado de Intermediação Financeira e de Outras Receitas/Despesas Operacionais,102314845.94,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78226,"Resultado antes da Tributação, Lucro e Participação 
(g) = (e) + (f)",Somatório do Resultado Operacional e do Resultado Não Operacional,99601892.06,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78227,"Resultado Não Operacional 
(f)",[73000006]+[83000003],-2712953.88,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78228,"Imposto de Renda e Contribuição Social 
(h)",[89410006]+[89420003],-51393227.64,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78229,"Participação nos Lucros 
(i)",[89700008],-42712189.41,Banco Original
3,92894922,201909,Demonstração de Resultado,4,,78230,"Juros Sobre Capital Social de Cooperativas 
(k)",[81956001],0.0,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78216,"Rendas de Prestação de Serviços 
(d1)",[71700009]-[71794008]-[71795007]-[71796006]-[71797005]-[71798004]+[71970004],13130677.83,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78217,"Rendas de Tarifas Bancárias 
(d2)",[71794008]+[71795007]+[71796006]+[71797005]+[71798004],6292208.18,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78218,"Despesas de Pessoal 
(d3)",[81718005]+[81727003]+[81730007]+[81733004]+[81736001]+[81737000]+[81990201],-78668440.47,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78219,"Despesas Administrativas 
(d4)",[71930006]+[8170006]-[81718005]-[81727003]-[81730007]-[81733004]-[81736001]-[81737000]+[81810006]+[81820003]+[81910009],-135422947.83,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78220,"Despesas Tributárias 
(d5)",[81925001]+[81930003]+[81933000]+[81990108]+[81990304]+[81990902],-22285628.57,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78221,"Resultado de Participações 
(d6)",[71800002]+[71990802]+[71990905]+[71990709]+[81600003]+[81830804]+[81830907]+[81830701],-1851576.26,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78222,"Outras Receitas Operacionais 
(d7)",[71900005]-[71910002]-[71915007]-[71920009]-[71925004]-[71930006]-[71940003]-[71945008]-[71947006]-[71950000]-[71955005]-[71960007]-[71965002]-[71970004]-[71980001]-[71990053]-[71990101][71990125]-[71990156]-[71990204]-[71990266]-[71990307]-[71990352]-[71990400]-[71990503]-[71990606]-[71990709]-[71990802]-[71990905],27333439.96,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78223,"Outras Despesas Operacionais 
(d8)",[81800009]-[81810006]-[81820003]-[81830055]-[81830103]-[81830127]-[81830158]-[81830206]-[81830268]-[81830309]-[81830354]-[81830402]-[81830505]-[81830550]-[81830608]-[81830701]-[81830804]-[81830907]+[81900002]-[81910009]-[81912007]-[81915004]-[81925001]-[81930003]-[81933000]-[81940000]-[81945005]-[81950007] -[81956001]-[81960004]-[81980008]-[81986002]-[81990108]-[81990201]-[81990304]-[81990902],-20973128.52,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Outras Receitas/Despesas Operacionais,78224,"Outras Receitas/Despesas  Operacionais 
(d) = (d1) + (d2) + (d3) + (d4) + (d5) + (d6) + (d7) + (d8)","Somatório de Rendas de Prestação de Serviços, Rendas de Tarifas Bancárias, Despesas de Pessoal, Despesas Administrativas, Despesas Tributárias, Resultado de Participações, Outras Receitas Operacionais e Outras Despesas Operacionais",-212445395.68,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira,78215,"Resultado de Intermediação Financeira 
(c) = (a) + (b)",Somatório de Receitas de Intermediação Financeira e Despesas de Intermediação Financeira,314760241.62,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78209,"Despesas de Captação 
(b1)",[81100008]+[81980008]+[81986002]+[81912007],-163893011.38,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78210,"Despesas de Obrigações por Empréstimos e Repasses 
(b2)",[81200001]+[81960004],-4240872.73,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78211,"Despesas de Operações de Arrendamento Mercantil 
(b3)",[81300004]+[81830550],0.0,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78212,"Resultado de Operações de Câmbio 
(b4)",[71300007]+[81400007],0.0,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78213,"Resultado de Provisão para Créditos de Difícil Liquidação 
(b5)",[71990307]+[71990352]+[71990400]+[71990503]+[71990606]+[81830309]+[81830354]+[81830402]+[81830505]+[81830608],-103972720.14,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Despesas de Intermediação Financeira,78214,"Despesas de Intermediação Financeira 
(b) = (b1) + (b2) + (b3) + (b4) + (b5)","Somatório de Despesas de Captação, Despesas de Obrigações por Empréstimos e Repasses, Despesas de Operações de Arrendamento Mercantil, Resultado de Operações de Câmbio e Resultado de Provisão para Créditos de Difícil Liquidação",-272106604.25,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78203,"Rendas de Operações de Crédito 
(a1)",[71100001]+[71910002]+[71915007]+[71920009]+[71925004]+[71950000]+[71980001]+[81945005]+[81950007]+[81915004],310262679.86,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78204,"Rendas de Operações de Arrendamento Mercantil 
(a2)",[71200004]+[81940000],0.0,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78205,"Rendas de Operações com TVM 
(a3)",[71400000]+[71500003]-[71580009]+[71940003]+[71945008]+[71947006]+[71990053]+[71990101]+[71990156]+[71990204]+[81500000]-[81550005]+[81830055]+[81830103]+[81830158]+[81830206],459792118.2,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78206,"Rendas de Operações com Instrumentos Financeiros Derivativos 
(a4)",[71580009]+[81550005]+[71990266]+[81830268],-210815394.53,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78207,"Resultado de Operações de Câmbio 
(a5)",[71300007]+[81400007],27627442.34,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78208,"Receitas de Intermediação Financeira 
(a) = (a1) + (a2) + (a3) + (a4) + (a5) + (a6)","Somatório de Rendas de Operações de Crédito, Rendas de Operações de Arrendamento Mercantil, Rendas de Operações com TVM, Rendas de Operações com Instrumentos Financeiros Derivativos, Resultado de Operações de Câmbio e Rendas de Aplicações Compulsórias",586866845.87,Banco Original
3,92894922,201909,Demonstração de Resultado,4,Resultado de Intermediação Financeira - Receitas de Intermediação Financeira,78231,"Rendas de Aplicações Compulsórias 
(a6)",[71955005]+[71960007]+[71965002]+[71990125]+[81830127],0.0,Banco Original
3,416968,201912,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],10038702890.87,Banco Inter
3,416968,201912,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],4756329461.89,Banco Inter
3,416968,201912,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],7837684371.98,Banco Inter
3,416968,201912,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],6985159262.3,Banco Inter
3,416968,201912,Resumo,1,,78186,Patrimônio Líquido,[60000002] + [70000009]+ [80000006],2201018518.89,Banco Inter
3,416968,201912,Resumo,1,,78187,Lucro Líquido,[70000009]+[80000006]-[81956001],33877111.77,Banco Inter
3,33923798,201912,Resumo,1,,78182,Ativo Total,[10000007] + [20000004],3701177824.9,Banco Master
3,33923798,201912,Resumo,1,,78183,Carteira de Crédito Classificada,[31000000],883309088.09,Banco Master
3,33923798,201912,Resumo,1,,78184,Passivo Circulante e Exigível a Longo Prazo e Resultados de Exercícios Futuros,[40000008] + [50000005],3481603088.33,Banco Master
3,33923798,201912,Resumo,1,,78185,Captações,[41000007] + [42000006] + [43000005] + [46000002],3234759505.28,Banco Master
